,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22
Poland,35358.18982539561,37934.19534775574,40548.259600896214,43200.11430438897,45889.64332871919,48616.82647430465,51381.73678464348,54184.54034824793,57025.5822508149,59905.32833899807,62824.363882767204,65783.40416061785,68783.30087263738,71825.05434789839,74909.81635433163,78038.90115407831,81213.79931317896,84436.01483271465,87707.19056441609,91029.31396365871,94404.79642160017,97836.59116558515,101328.34138583601,104884.35016042758,108509.01592490364,112207.44291263599,115985.69183309996,119850.93287436363,123811.55753867434,127877.23836897599,132059.4986590774,136372.04843902998,140831.23733526457,145432.32787422565,150171.75932295446,155054.06522378145,160039.5864900885,165119.35962459721,170288.1874506226,175539.68089266625,180867.1559770439,186261.74473679374,191718.6515640343,197234.13194600018,202804.23469967666,208424.77490567448,214092.0425913791,219803.01169655545,225554.09046410155,231341.81541393982,237163.06421639214,243017.02240170003,248902.06686331407,254816.9819822337,260760.8929237619,266733.23397928453,272733.180889497,278760.5893338784,284815.6482548096,290896.9496190269,297001.4585085319,303131.40592528356,309288.001237867,315468.92938709253,321670.2356128011,327887.2057687156,334115.71783841314,340348.88894276635,346578.95528069965,352797.48093361495,358995.0540791142,365159.55155084346,371276.1425660648,377323.7633657556,383280.72489875066,389122.93512723735,394822.7753351227,400348.7863918617,405666.8797718634,410746.8756661241,415563.4946307698,420095.6718089868,424329.4193608858,428255.5972853059,431875.92295959324,435268.15011675534,438414.866828689,441333.4486243086,444015.5330713567,446560.1151229058
Portugal,40962.66373243056,41836.62598181984,42726.54794098325,43633.186117081576,44557.40045419694,45500.165609696545,46462.54600434774,47445.681745673086,48450.908108045005,49479.83200790001,50534.3966341512,51617.2942609379,52731.39882256073,53879.94607505933,55066.859593492474,56296.98987881013,57576.36115590345,58912.28415270223,60300.26602716286,61740.28261993489,63218.77454795205,64734.4264734088,66286.3661153765,67873.22807484317,69493.31002823498,71144.22778169058,72825.17527546333,74535.48056815908,76274.49589846477,78041.62679201836,79836.3743129193,81658.52686826036,83507.77705625632,85383.88935733632,87286.75859516786,89216.35873094833,91172.74427678624,93156.01773707384,95166.3607750995,97204.02629402636,99269.32843812843,101362.64331288588,103484.40793839903,105635.12446192143,107815.3567538896,110025.72910080713,112266.92688855843,114539.69695279574,116844.84783610168,119183.24886072824,121555.82963902848,123963.57953612103,126407.54661069872,128889.16629773057,131410.4158719694,133970.68313070806,136570.03337115195,139208.6532352801,141886.5203259908,144603.15648678632,147356.88073211166,150145.1944148788,152964.65017677125,155810.57767559425,158676.97187556862,161556.3015636873,164439.55553768456,167315.39570189893,170175.90824558938,173010.17035990537,175816.34772229556,178587.91492273065,181324.23094295908,184022.56941340357,186687.2307214968,189322.34991722446,191928.61606292345,194508.45897001243,197062.23438992273,199591.17007691308,202095.70375890922,204575.90923371247,207032.70393050162,209466.0943412826,211876.4532109464,214264.61171826214,216630.96261408963,218976.00831922895,221300.0727198216,223603.53127808907
Qatar,91650.93724603769,92518.69027167988,93381.27218824821,94238.69052546646,95090.94721852097,95938.03882649346,96779.9567423483,97616.68727121399,98448.2116656186,99274.50619959744,100095.54225719646,100911.28639640189,101721.70039223155,102526.74128088623,103326.42389864125,104120.74434798933,104909.66557386897,105693.14870774525,106471.15197471247,107243.62970032987,108010.53107141033,108771.80143266788,109527.3831797043,110277.21531781321,111021.23375863678,111759.37181503962,112491.56049524993,113217.72869704074,113937.80349610116,114651.71059739114,115359.37481156022,116060.7205070778,116755.6721091352,117444.15468273763,118126.09458298473,118801.42015085746,119470.4102181423,120133.06154410091,120789.3700832011,121439.3712253352,122083.12653742643,122720.774271091,123352.51428225939,123978.43174828934,124598.63219604167,125213.2405550924,125822.39683159642,126426.38324806771,127025.34495492108,127619.44319950338,128208.84469218263,128793.72302854483,129374.26671339865,129950.73975668907,130523.4229023755,131092.50988217862,131658.2044718091,132220.77834600562,132780.46077277043,133337.59175828373,133892.3713039573,134444.984384246,134995.79565680437,135545.1024360472,136093.1645572975,136640.208966935,137186.4661786796,137732.17163664944,138277.53197521958,138822.73164874705,139367.93986871146,139913.31565076023,140459.00431310374,141005.13153403663,141551.80715113884,142099.12729079687,142647.17485013732,143196.01919948877,143745.71641667327,144296.31057291216,144847.8345880542,145400.31082884158,145953.75173340202,146508.16053847756,147063.5525669322,147619.9482742165,148177.32739811926,148735.66347702578,149294.9264314666,149855.08385571
Romania,25708.288587593433,26565.11811615662,27391.271086138728,28181.68748435454,28931.766531791076,29643.450047794544,30317.012080861696,30953.740441316248,31551.799428601953,32113.413025513608,32640.73106110993,33135.044334504084,33598.045379037416,34029.747272561224,34431.52787012234,34804.68542913152,35172.70132082814,35540.71721252476,35908.73310422138,36276.748995917995,36644.76488761462,37012.78077931124,37380.796671007854,37748.81256270447,38116.8284544011,38484.844346097714,38852.86023779434,39220.87612949095,39588.89202118757,39956.90791288419,40324.923804580816,40692.939696277426,41060.955587974044,41428.97147967067,41796.98737136729,42165.0032630639,42533.01915476052,42901.035046457146,43269.05093815377,43637.06682985038,44005.082721547,44373.09861324362,44741.11450494025,45109.13039663686,45477.146288333475,45845.1621800301,46213.178071726725,46581.193963423335,46949.20985511995,47317.22574681658,47685.2416385132,48053.25753020981,48421.27342190643,48789.289313603054,49157.30520529968,49525.32109699629,49893.33698869291,50261.35288038953,50629.368772086156,50997.38466378277,51365.400555479384,51733.41644717601,52101.43233887263,52469.44823056924,52837.46412226586,53205.480013962486,53573.49590565911,53941.51179735572,54309.52768905234,54677.54358074896,55045.55947244559,55413.5753641422,55781.591255838815,56149.60714753544,56517.623039232065,56885.638930928675,57253.65482262529,57621.67071432192,57989.68660601854,58357.70249771515,58725.71838941177,59093.734281108394,59461.97668520135,59830.88794458493,60200.62231457855,60571.35543745385,60943.29905975168,61316.708121053205,61691.8440710959,62068.92704661569
Russia,608815.2456220216,611587.4912440431,614359.7368660647,617131.9824880863,619904.228110108,622676.4737321294,625448.719354151,628220.9649761727,630993.2105981943,633765.4562202158,636537.7018422374,639309.947464259,642082.1930862806,644854.4387083021,647626.6843303237,650398.9299523453,653171.1755743669,655943.4211963884,658715.6668184102,661487.9124404318,664260.1580624534,667032.4036844749,669804.6493064965,672576.8949285181,675349.1405505397,678121.3861725612,680893.6317945828,683665.8774166044,686438.123038626,689210.3686606475,691982.6142826692,694754.8599046908,697527.1055267124,700299.3511487339,703071.5967707555,705843.8423927772,708616.0880147988,711388.3336368203,714160.5792588419,716932.8248808635,719705.0705028852,722477.3161249066,725249.5617469283,728021.8073689499,730794.0529909715,733566.298612993,736338.5442350146,739110.7898570362,741883.0354790578,744655.2811010793,747427.5267231009,750199.7723451225,752972.0179671443,755744.2635891656,758516.5092111874,761288.754833209,764061.0004552305,766833.2460772521,769605.4916992737,772377.7373212953,775149.9829433169,777922.2285653384,780694.47418736,783466.7198093816,786238.9654314031,789011.2110534247,791783.4566754464,794555.702297468,797327.9479194896,800100.1935415111,802872.4391635327,805644.6847855544,808416.9304075759,811189.1760295975,813961.4216516191,816733.6672736407,819505.9128956624,822278.1585176839,825050.4041397055,827822.6497617271,830594.8953837486,833367.1410057702,836139.3866277918,838911.6322498134,841683.877871835,844456.1234938565,847228.3691158781,850000.6147378997,852772.8603599212,855545.105981943
Rwanda,1882.423293264529,2966.9034436492034,4084.6982478358345,5237.319005797005,6426.657885813692,7654.995241712584,8925.058918366518,10236.746193058709,11584.746526055573,12968.598669160765,14388.015957585203,15843.097912166626,17333.582033445247,18859.22233173729,20420.239992741324,22017.028498863674,23650.16365049452,25315.381401954925,27007.31979625604,28724.225488501233,30464.383916435258,32226.073426852312,34007.48746951354,35807.036739821786,37623.43832617496,39455.51009204205,41302.16493457053,43162.42167494941,45035.478257310635,46920.63788110858,48817.19144837319,50724.49071954242,52641.946257854004,54569.0204392387,56505.21446122605,58450.05978661417,60403.121841519955,62363.99651965393,64332.306760321844,66307.6996607336,68289.8443381656,70278.43054056502,72273.16686244105,74273.77917047797,76280.00923630082,78291.61353103947,80308.36215235425,82330.03781669206,84356.43495056113,86387.358868575,88422.6250252772,90462.05833202334,92505.49252989025,94552.76961556163,96603.73931455181,98658.25859676542,100716.19123024771,102777.40736940557,104841.78317463463,106909.20046042881,108979.54636937004,111052.71306969537,113128.5974743758,115207.10097986455,117288.12922284467,119371.5918534726,121457.40232376332,123545.47768989239,125635.7384273062,127728.1082576353,129822.51398649711,131918.8853513581,134017.15487869884,136117.25774979303,138219.13167447,140322.71677228596,142427.95546057605,144534.79234890494,146643.17413947234,148753.04953306646,150864.36914019083,152977.08539701975,155091.15248586482,157206.5262598588,159323.16417158695,161441.02520541445,163560.06981327935,165680.25985373557,167801.55853404783,169923.93035515342
San Marino,1291.6360605586,1883.7879298645348,2473.7164309341247,3060.7180672839804,3644.121139128689,4223.5441351598965,4798.815885874148,5369.314630954953,5934.472269850941,6492.614237853653,7041.886873747555,7581.1903578002875,8108.139274138297,8619.651554205097,9113.160774166266,9589.787365655731,10048.078638915053,10486.68444248138,10905.161046368681,11300.84824948675,11672.405752165645,12018.572065349412,12338.709739644613,12633.584753158102,12906.319572780549,13162.225784011873,13407.045430750415,13647.015715826321,13886.986000902227,14126.956285978133,14366.926571054039,14606.896856129944,14846.86714120585,15086.837426281756,15326.807711357662,15566.777996433568,15806.748281509474,16046.71856658538,16286.688851661285,16526.65913673719,16766.629421813097,17006.599706889003,17246.56999196491,17486.540277040815,17726.51056211672,17966.480847192626,18206.451132268532,18446.421417344438,18686.391702420344,18926.36198749625,19166.332272572155,19406.30255764806,19646.272842723967,19886.243127799873,20126.21341287578,20366.183697951685,20606.15398302759,20846.124268103496,21086.094553179402,21326.064838255308,21566.035123331214,21806.00540840712,22045.975693483026,22285.94597855893,22525.916263634837,22765.886548710743,23005.85683378665,23245.827118862555,23485.79740393846,23725.767689014367,23965.737974090272,24205.70825916618,24445.678544242084,24685.64882931799,24925.619114393896,25165.5893994698,25405.559684545708,25645.529969621613,25885.500254697516,26125.470539773425,26365.440824849327,26605.411109925233,26845.381395001135,27085.351680077038,27325.32196515294,27565.292250228846,27805.262535304748,28045.23282038065,28285.203105456552,28525.173390532455
Saudi Arabia,167918.2600773181,168569.52015463615,169220.78023195427,169872.04030927236,170523.30038659045,171174.56046390854,171825.82054122663,172477.0806185447,173128.3406958628,173779.6007731809,174430.86085049898,175082.12092781707,175733.3810051352,176384.64108245325,177035.90115977134,177687.16123708943,178338.42131440755,178989.6813917256,179640.9414690437,180292.2015463618,180943.4616236799,181594.72170099796,182245.98177831605,182897.24185563417,183548.50193295226,184199.76201027032,184851.0220875884,185502.28216490653,186153.54224222462,186804.80231954268,187456.0623968608,188107.3224741789,188758.58255149698,189409.84262881504,190061.10270613316,190712.36278345124,191363.62286076933,192014.88293808742,192666.1430154055,193317.4030927236,193968.6631700417,194619.92324735978,195271.18332467787,195922.44340199596,196573.70347931408,197224.96355663214,197876.22363395023,198527.48371126832,199178.74378858643,199830.0038659045,200481.26394322258,201132.52402054067,201783.7840978588,202435.04417517685,203086.30425249494,203737.56432981306,204388.82440713112,205040.0844844492,205691.3445617673,206342.60463908542,206993.8647164035,207645.12479372157,208296.38487103969,208947.64494835777,209598.90502567583,210250.16510299392,210901.42518031204,211552.68525763013,212203.94533494822,212855.20541226628,213506.4654895844,214157.7255669025,214808.98564422055,215460.24572153867,216111.50579885676,216762.76587617485,217414.02595349294,218065.28603081102,218716.5461081291,219367.8061854472,220019.0662627653,220670.32634008338,221321.58641740147,221972.84649471956,222624.10657203768,223275.36664935574,223926.62672667383,224577.88680399195,225229.14688131,225880.4069586281
Senegal,7550.151350137486,9019.112623330186,10538.373753601094,12110.836506956539,13740.00948872755,15430.258985533259,17186.8484589877,19016.116821380867,20918.300288884373,22886.25913400224,24921.428808672612,27018.378545920958,29165.28901195453,31358.554291553053,33594.613869065106,35870.396522094205,38182.65749671215,40528.39714258968,42905.295392537126,45311.23545183257,47744.30399763096,50202.74593032854,52685.13044049485,55190.28813173886,57717.013931405156,60264.22259638179,62830.92037465826,65416.20989971981,68019.26883618555,70639.32667153975,73275.67295487011,75927.64928260486,78594.64466687941,81276.09004971657,83971.4538025104,86680.2393783775,89401.98202550244,92136.24606982543,94882.62244110792,97640.72650381316,100410.19619069622,103190.69023821298,105981.8866132038,108783.4810902559,111595.18596576415,114416.72889344115,117247.8518191074,120088.3100110537,122937.87117448858,125796.31464135795,128663.4306278002,131539.01955205674,134422.89140737607,137314.86518451473,140214.76833913606,143122.43629993382,146037.71201374792,148960.44552438366,151890.49358215413,154827.7192814794,157771.99172414784,160723.18570608462,163681.18142568629,166645.86421196588,169617.12427092151,172594.85644869122,175578.96001018895,178569.33843203768,181565.89920872095,184568.5536709712,187577.21681549863,190591.80714524267,193612.2465193982,196638.46001253123,199670.37578215674,202707.9249442028,205751.04145583214,208799.66200513492,211853.72590724568,214913.17500647184,217977.95358405466,221048.00827121155,224123.28796713674,227203.7437616608,230289.32886229287,233379.99852538976,236475.70999121465,239576.4224226665,242682.09684747647,245792.6961036824
Serbia,13586.432808677268,13932.386143853279,14271.36017121011,14601.532714460258,14920.774697770295,15227.296566467137,15519.396564584054,15794.50794062154,16050.229067911161,16284.327591811381,16494.248853797435,16677.003370710776,16843.71629296855,17010.42921522633,17177.142137484105,17343.855059741883,17510.567981999662,17677.280904257437,17843.993826515212,18010.70674877299,18177.41967103077,18344.132593288545,18510.84551554632,18677.5584378041,18844.27136006188,19010.984282319656,19177.69720457743,19344.41012683521,19511.12304909299,19677.835971350763,19844.54889360854,20011.261815866317,20177.974738124096,20344.68766038187,20511.400582639646,20678.113504897425,20844.826427155203,21011.53934941298,21178.252271670754,21344.965193928532,21511.67811618631,21678.39103844409,21845.103960701865,22011.816882959643,22178.529805217422,22345.242727475197,22511.955649732972,22678.66857199075,22845.38149424853,23012.094416506305,23178.80733876408,23345.52026102186,23512.233183279637,23678.946105537412,23845.659027795187,24012.371950052966,24179.084872310745,24345.79779456852,24512.510716826295,24679.223639084077,24845.936561341856,25012.64948359963,25179.362405857406,25346.075328115185,25512.788250372963,25679.50117263074,25846.214094888514,26012.927017146292,26179.63993940407,26346.352861661846,26513.06578391962,26679.7787061774,26846.49162843518,27013.204550692953,27179.91747295073,27346.63039520851,27513.34331746629,27680.056239724065,27846.76916198184,28013.48208423962,28180.195006497397,28346.907928755172,28513.620851012947,28680.333773270726,28847.046695528505,29013.75961778628,29180.472540044055,29347.185462301833,29513.898384559612,29680.611306817387
Sierra Leone,1984.5602380692592,2628.537342586802,3284.845669465647,3952.5880039114995,4630.833301277056,5318.802105117935,6015.80548899988,6721.103833505239,7434.047959509534,8154.08934896333,8880.723721363944,9613.468249803876,10351.83704116849,11095.384180738067,11843.69368269056,12596.327969965385,13352.823793975873,14112.825709714887,14876.023034656526,15642.113346027947,16410.777248432354,17181.692738835725,17954.509626687868,18729.03060197042,19505.36804391231,20283.129172112185,21061.806238336376,21841.12278970938,22619.36862181357,23395.186229530333,24167.25188466867,24934.049103979745,25693.85722317322,26444.654656586445,27184.242746154316,27910.20138117154,28619.708366282368,29309.773846951433,29977.549177515597,30620.77605369217,31236.83234141175,31823.09857729336,32377.12245297404,32896.80060115259,33380.380656769645,33826.50741831702,34234.771700073245,34605.190908413664,34938.523815997425,35234.30649391687,35493.56703417285,35716.174976356,35903.262585544486,36055.6869771158,36204.17409640505,36352.661215694294,36501.14833498355,36649.63545427279,36798.12257356204,36946.609692851285,37095.09681214053,37243.583931429785,37392.07105071903,37540.55817000828,37689.04528929752,37837.532408586776,37986.01952787602,38134.50664716527,38282.993766454514,38431.48088574376,38579.96800503301,38728.45512432226,38876.942243611506,39025.42936290075,39173.91648219,39322.40360147925,39470.8907207685,39619.37784005774,39767.86495934699,39916.35207863624,40064.83919792549,40213.326317214734,40361.81343650398,40510.30055579323,40658.78767508248,40807.274794371726,40955.76191366097,41104.24903295022,41252.73615223947,41401.22327152872
Singapore,42733.30917241033,42843.61834482066,42953.927517230986,43064.23668964132,43174.54586205165,43284.85503446198,43395.164206872316,43505.473379282645,43615.78255169298,43726.0917241033,43836.40089651364,43946.71006892397,44057.0192413343,44167.328413744624,44277.63758615496,44387.94675856529,44498.255930975625,44608.565103385954,44718.87427579628,44829.18344820662,44939.49262061695,45049.801793027276,45160.110965437605,45270.42013784794,45380.72931025827,45491.0384826686,45601.34765507893,45711.65682748926,45821.96599989959,45932.27517230992,46042.58434472026,46152.893517130586,46263.20268954092,46373.51186195124,46483.82103436158,46594.13020677191,46704.439379182244,46814.74855159257,46925.05772400291,47035.36689641323,47145.67606882356,47255.985241233895,47366.294413644224,47476.60358605456,47586.91275846489,47697.221930875225,47807.53110328555,47917.840275695875,48028.14944810621,48138.45862051654,48248.767792926876,48359.076965337204,48469.38613774753,48579.69531015787,48690.0044825682,48800.31365497852,48910.622827388856,49020.931999799184,49131.24117220952,49241.55034461985,49351.859517030185,49462.168689440514,49572.477861850835,49682.78703426117,49793.0962066715,49903.405379081836,50013.714551492165,50124.0237239025,50234.33289631283,50344.642068723166,50454.951241133494,50565.260413543816,50675.56958595415,50785.87875836448,50896.18793077482,51006.497103185146,51116.80627559548,51227.11544800581,51337.42462041613,51447.73379282646,51558.0429652368,51668.352137647125,51778.66131005746,51888.97048246779,51999.279654878126,52109.588827288455,52219.89799969879,52330.20717210911,52440.51634451944,52550.82551692978
Slovakia,2025.7702087085165,2453.9513982395147,2891.7159351558876,3339.3054560499436,3797.0146216251396,4265.1978780016125,4744.280258153308,5234.76505629168,5737.244283916994,6252.410704326445,6781.074044978983,7324.080096927253,7882.398991800847,8457.222740527262,9047.559720412177,9652.112946795414,10271.105260467546,10904.744005335135,11553.220094819308,12214.110913287546,12885.317892961311,13565.988009334616,14255.302220706231,14952.470715745192,15656.696048249938,16367.30362915168,17083.726221621942,17805.44714291248,18531.967251904476,19262.842246480992,19997.696903533597,20736.20371953311,21478.08171105082,22223.054679056775,22970.874019885876,23721.316026077988,24474.177382771963,25229.27267198631,25986.430927403653,26745.495852475506,27506.324258055847,28268.784644812793,29032.75610486493,29798.127298250205,30564.795690980005,31332.666761574525,32101.65329608624,32871.674765695585,33642.656762133854,34414.53049434492,35187.232326695426,35960.70336079763,36734.88905612386,37509.738884420076,38285.206014983654,39061.24702701445,39837.82164667348,40614.89250642205,41392.424924450155,42170.386702321426,42948.74793910395,43727.48086049422,44506.55966158336,45285.960362051075,46065.66067270006,46845.64018279266,47625.88336942894,48406.37312453359,49187.0934935597,49968.029760063524,50749.16831480393,51530.49681728107,52312.003366203586,53093.67684374836,53875.50689183468,54657.483834170125,55439.598631671266,56221.84279051534,57004.20836085989,57786.687900575234,58569.27443711208,59351.96143619126,60134.74277068504,60917.61269658497,61700.56582777315,62483.59711242829,63266.70181149423,64049.875478526206,64833.113941152325,65616.41328359312
Slovenia,1683.229162535605,1828.336287513499,1976.2231188231906,2126.8479195281034,2280.20947311199,2436.3384370408776,2595.276292268454,2757.0569110623796,2921.7342486271677,3089.3617937694253,3260.004575994712,3433.7498711799767,3610.7126556385947,3791.0325970634226,3974.860294681427,4162.375871751464,4353.796151827048,4549.371864707293,4749.394516897663,4954.203890175759,5164.200205730649,5379.858066510319,5601.737020571954,5829.537386303165,6062.770847795293,6301.57046240769,6546.096446497037,6796.488311032997,7052.825931613933,7315.232369218867,7583.9242515589085,7859.140062643661,8141.1376121829935,8430.284553098742,8725.299050709466,9025.59663270263,9330.79925708384,9640.587119549245,9954.667983750689,10272.730960189561,10594.509363954989,10919.761539806601,11248.271053956887,11579.844480041342,11914.355884656183,12251.667073060778,12591.62448528529,12934.095000674686,13278.966211407274,13626.145080928267,13975.538839347993,14327.057109672562,14680.619060887962,15036.152042863152,15393.589403611568,15752.867909426512,16113.928342517871,16476.71608177606,16841.18041749967,17207.273904788493,17574.95194791106,17944.17274420353,18314.897141783564,18687.0883640995,19060.71178762315,19435.73478239552,19812.1265915342,20189.858200737497,20568.902206099174,20949.232701728673,21330.82518316658,21713.65645969078,22097.704571010727,22482.948710312783,22869.36915515203,23256.947204566157,23645.665121027214,24035.50607665838,24426.454103720163,24818.4940491178,25211.611532396073,25605.792906832936,26001.025223389555,26397.29619732184,26794.594177229377,27192.90811631591,27592.227545678066,27992.542549468722,28393.84374179321,28796.122245203842
Somalia,3949.5170369748043,5085.0456047444195,6241.672005952056,7419.5886256904705,8619.082464024272,9840.525638739606,11084.392081937849,12351.275205809732,13641.888612581226,14957.067673546779,16297.64530673467,17664.56458496801,19059.008677080714,20482.4656873182,21936.778627954252,23423.979759791695,24939.898256691216,26475.37104263437,28028.655840173906,29598.04921058843,31181.736551034475,32777.69403430707,34384.20695918377,36000.11901578091,37624.36529958119,39255.97765262955,40894.09964275273,42538.00280862794,44187.06134236046,45840.71604595657,47498.472532891916,49159.89535551234,50824.6009443713,52492.24914663446,54162.5369319803,55835.19470987595,57509.98238196608,59186.68571900937,60865.11316564482,62545.093235366476,64226.472314895065,65909.11265564406,67592.89060347024,69277.69505201727,70963.42609736376,72649.99385101818,74337.31738172672,76025.32377832713,77713.94731952368,79403.1287368884,81092.81455806717,82782.95652032652,84473.51104700685,86164.43877957088,87855.7041587552,89547.27504914865,91239.12240238473,92931.21995477662,94623.54395563883,96316.07292298212,98008.78742366355,99701.66987542344,101394.70436853227,103087.87650501802,104781.17325366939,106474.58281920916,108168.09452420585,109861.69870244493,111555.3866026149,113249.15030128424,114942.98262425112,116636.87707544262,118330.82777262431,120024.82938925587,121718.87710189512,123412.96654261342,125107.09375593792,126801.25515988511,128495.447510692,130189.66787089097,131883.91358040812,133578.18223039634,135272.47163954284,136966.7798326148,138661.10502103152,140355.44558526963,142049.80005892838,143744.16711429722,145438.54554928376,147132.93427557367
South Africa,115786.70622071321,119834.78270368603,123941.99977370846,128109.9037728499,132323.4534338102,136572.85642923295,140857.43484316597,145175.80456701535,149526.44364677047,153907.86941697568,158318.85076090245,162758.3387471217,167225.30622922417,171718.7627022506,176237.83620623045,180782.00334067977,185350.51522086395,189942.61254206434,194557.56299424256,199194.64546120877,203853.1507366666,208532.37391772235,213231.6200422097,217950.20610826445,222687.46067131197,227442.72416680018,232215.46828839695,237006.51164996182,241814.72280935544,246639.15427029808,251478.99200270852,256333.47604064504,261201.8677724407,266083.4246632846,270977.4424136159,275883.2491999799,280800.20127262454,285727.6827604699,290665.10585636453,295611.9109396113,300567.56545059127,305531.5629586069,310503.4224037654,315482.6872817086,320468.9247589823,325461.7247527238,330460.69902261277,335465.4802712033,340475.7212476633,345491.0938604626,350511.28830503725,355536.01221018896,360564.9898050053,365597.968242973,370634.6974723097,375674.9653160555,380718.57478153287,385765.33650370385,390815.0623673542,395867.57495805627,400922.70799177454,405980.3050445541,411040.2186764853,416102.30991134426,421166.44791417744,426232.5095628459,431300.3790024545,436369.9472252128,441441.11168000713,446513.7759052178,451587.84917967167,456663.2461914071,461739.88672422117,466817.6953614215,471896.6012059037,476976.53761570127,482057.4419542432,487139.25535459735,492221.9224970053,497305.3913990277,502389.6132176455,507474.5420626909,512560.134821007,517646.3509907625,522733.15252537094,527820.503686494,532908.3709056261,537996.7226537877,543085.5293188741,548174.7630902296
Spain,249354.58493883256,251636.11840446666,253926.56643958393,256221.7040444457,258517.31940966294,260808.4561675592,263090.0854205091,265357.1263441265,267603.45098285057,269821.9305129882,272004.88354908413,274144.08999709017,276226.51175518124,278238.1857074218,280168.8509530728,282007.5805174176,283737.7415717852,285348.9449493308,286827.2458505408,288160.7298812621,289335.90387754445,290340.98785712384,291229.2021495895,292117.4164420551,293005.6307345207,293893.8450269863,294782.0593194519,295670.27361191757,296558.4879043832,297446.7021968488,298334.9164893144,299223.13078178006,300111.34507424565,300999.55936671124,301887.7736591769,302775.98795164254,303664.20224410814,304552.4165365737,305440.6308290394,306328.845121505,307217.05941397056,308105.2737064362,308993.48799890187,309881.70229136746,310769.9165838331,311658.1308762987,312546.3451687643,313434.55946122995,314322.77375369554,315210.9880461612,316099.2023386268,316987.41663109243,317875.6309235581,318763.8452160237,319652.05950848927,320540.2738009549,321428.4880934205,322316.7023858861,323204.91667835176,324093.1309708174,324981.345263283,325869.5595557486,326757.77384821424,327645.98814067984,328534.20243314543,329422.4167256111,330310.63101807673,331198.8453105423,332087.059603008,332975.27389547357,333863.48818793916,334751.7024804048,335639.9167728704,336528.13106533606,337416.34535780165,338304.5596502673,339192.77394273295,340080.9882351985,340969.20252766414,341857.4168201297,342745.6311125954,343633.845405061,344522.05969752657,345410.27398999216,346298.4882824578,347186.7025749234,348074.916867389,348963.1311598546,349851.34545232024,350739.55974478583
Sri Lanka,3846.0960549277293,5748.7564120963625,7711.851557882734,9738.859032459062,11833.690775157229,14001.198465529289,16247.271846137965,18578.965284418347,21001.53366275296,23502.23105862024,26082.297562511485,28735.25558528063,31446.78857799201,34212.448894907386,37027.53819298258,39888.20067645405,42790.412834096365,45730.45216218999,48705.427526082225,51712.67878538861,54749.824686673885,57814.69007054815,60905.310951523534,64019.92462183407,67156.92020879014,70314.82856603063,73492.47518590155,76688.79426985134,79902.71778957023,83133.28471173106,86379.60424584788,89640.86320673345,92916.30389070553,96205.21513579764,99506.93709109654,102820.85340188029,106146.38818881278,109483.00163520988,112830.1869513714,116187.46826795828,119554.39788211773,122930.55410715888,126315.53923648178,129708.97776194535,133110.51478421333,136519.8145147312,139936.55893742215,143360.44658318956,146791.1914139585,150228.5218022945,153672.17959284442,157121.91924227998,160577.50702799737,164038.72031939105,167505.34690558462,170977.18437415347,174454.03953644913,177935.7278951833,181422.07315054056,184912.9067414432,188408.06741893676,191907.40084899482,195410.7592422822,198918.00100866565,202428.99043447114,205943.59738067578,209461.69700039361,212983.16947416152,216507.89976166896,220035.7773686952,223566.6961281271,227100.55399402714,230637.2528478116,234176.69831567616,237718.79959647925,241263.46929935802,244810.62329041166,248360.18054783827,251912.06302496244,255466.19552063313,259022.50555651193,262580.9232608094,266141.3812580592,269703.8145645515,273268.16048907477,276834.3585386397,280402.35032888374,283972.07949887705,287543.491630066,291116.5341691158
